auditorLabel	transferLabel	trueLabel
1.0	4.0	4.0
0.0	9.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
0.0	9.0	4.0
1.0	4.0	4.0
0.0	12.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
0.0	11.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
0.0	8.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
0.0	5.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	7.0	7.0
1.0	7.0	7.0
1.0	7.0	7.0
1.0	7.0	7.0
1.0	7.0	7.0
1.0	7.0	7.0
1.0	7.0	7.0
1.0	7.0	7.0
1.0	7.0	7.0
1.0	8.0	8.0
0.0	8.0	9.0
0.0	8.0	10.0
0.0	8.0	10.0
0.0	11.0	10.0
0.0	11.0	10.0
0.0	9.0	10.0
0.0	11.0	10.0
0.0	11.0	10.0
0.0	11.0	10.0
0.0	9.0	10.0
0.0	9.0	10.0
0.0	8.0	11.0
0.0	8.0	11.0
0.0	12.0	11.0
0.0	4.0	11.0
0.0	9.0	11.0
1.0	11.0	11.0
0.0	10.0	11.0
0.0	10.0	11.0
0.0	9.0	11.0
0.0	10.0	12.0
1.0	12.0	12.0
1.0	12.0	12.0
0.0	4.0	13.0
0.0	4.0	13.0
0.0	4.0	13.0
0.0	12.0	13.0
0.0	11.0	17.0
0.0	11.0	17.0
0.0	11.0	17.0
